"1-728256681;""32"";""7"";""8"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8"";""2012-04-20"";""2012-05-22"""
"1-728261550;""21"";""2"";""3"";""Low"";""PROD253"";""1-2-3"";""2012-04-20"";""2012-05-11"""
"1-728261720;""13"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-20"";""2012-05-03"""
"1-728268983;""14"";""1"";""2"";""Low"";""PROD267"";""1-2"";""2012-04-20"";""2012-05-04"""
"1-728269093;""25"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-20"";""2012-05-15"""
"1-728288484;""25"";""3"";""3"";""Low"";""PROD561"";""1-2-3-2"";""2012-04-20"";""2012-05-15"""
"1-728290131;""20"";""2"";""3"";""Low"";""PROD695"";""1-2-3"";""2012-04-20"";""2012-05-10"""
"1-728292674;""26"";""3"";""4"";""Low"";""PROD803"";""1-2-3-4"";""2012-04-20"";""2012-05-16"""
"1-728309860;""13"";""8"";""7"";""Low"";""PROD424"";""1-2-3-2-4-5-6-7-5"";""2012-04-20"";""2012-05-03"""
"1-728318565;""25"";""3"";""4"";""Low"";""PROD325"";""1-2-3-4"";""2012-04-20"";""2012-05-15"""
"1-728326523;""22"";""4"";""4"";""Low"";""PROD261"";""1-2-3-4-3"";""2012-04-20"";""2012-05-12"""
"1-728338595;""22"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-20"";""2012-05-12"""
"1-728372131;""20"";""6"";""6"";""Low"";""PROD424"";""1-2-3-2-4-5-6"";""2012-04-20"";""2012-05-10"""
"1-728380041;""25"";""3"";""4"";""Low"";""PROD521"";""1-2-3-4"";""2012-04-20"";""2012-05-15"""
"1-728380521;""22"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-20"";""2012-05-12"""
"1-728401991;""20"";""2"";""3"";""Low"";""PROD695"";""1-2-3"";""2012-04-20"";""2012-05-10"""
"1-728402231;""20"";""2"";""3"";""Low"";""PROD695"";""1-2-3"";""2012-04-20"";""2012-05-10"""
"1-728423732;""21"";""2"";""3"";""Low"";""PROD427"";""1-2-3"";""2012-04-20"";""2012-05-11"""
"1-728429599;""17"";""5"";""5"";""Low"";""PROD424"";""1-2-3-4-5-4"";""2012-04-20"";""2012-05-07"""
"1-728429698;""20"";""8"";""8"";""Low"";""PROD424"";""1-2-3-4-5-6-7-4-8"";""2012-04-20"";""2012-05-10"""
"1-728449782;""21"";""2"";""3"";""Low"";""PROD256"";""1-2-3"";""2012-04-20"";""2012-05-11"""
"1-728476062;""22"";""3"";""4"";""Low"";""PROD477"";""1-2-3-4"";""2012-04-20"";""2012-05-12"""
"1-728516315;""25"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-20"";""2012-05-15"""
"1-728516690;""32"";""6"";""4"";""Low"";""PROD423"";""1-2-3-1-2-4-1"";""2012-04-20"";""2012-05-22"""
"1-728549796;""13"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-20"";""2012-05-03"""
"1-728564933;""18"";""13"";""12"";""Low"";""PROD424"";""1-2-3-4-5-2-6-7-8-9-10-11-12-1"";""2012-04-20"";""2012-05-08"""
"1-728565252;""26"";""2"";""3"";""Low"";""PROD423"";""1-2-3"";""2012-04-20"";""2012-05-16"""
"1-728567806;""13"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-20"";""2012-05-03"""
"1-728574390;""22"";""1"";""2"";""Low"";""PROD825"";""1-2"";""2012-04-20"";""2012-05-12"""
"1-728595344;""21"";""8"";""7"";""Low"";""PROD401"";""1-2-3-4-5-6-2-6-7"";""2012-04-20"";""2012-05-11"""
"1-728604558;""13"";""3"";""4"";""Low"";""PROD401"";""1-2-3-4"";""2012-04-20"";""2012-05-03"""
"1-728609400;""19"";""6"";""5"";""Low"";""PROD424"";""1-2-3-4-5-3-4"";""2012-04-20"";""2012-05-09"""
"1-728728162;""14"";""4"";""4"";""Low"";""PROD253"";""1-2-3-4-3"";""2012-04-20"";""2012-05-04"""
"1-728737339;""18"";""8"";""4"";""Low"";""PROD424"";""1-2-3-1-3-1-4-3-1"";""2012-04-20"";""2012-05-08"""
"1-728749040;""19"";""17"";""9"";""Low"";""PROD227"";""1-2-3-4-5-3-4-6-3-4-7-3-4-5-8-3-4-9"";""2012-04-20"";""2012-05-09"""
"1-728749109;""22"";""15"";""11"";""Low"";""PROD215"";""1-2-3-4-5-4-6-3-4-7-8-4-9-7-10-11"";""2012-04-20"";""2012-05-12"""
"1-728827701;""19"";""1"";""2"";""Low"";""PROD454"";""1-2"";""2012-04-21"";""2012-05-10"""
"1-729075211;""18"";""4"";""5"";""Low"";""PROD45"";""1-2-3-4-5"";""2012-04-21"";""2012-05-09"""
"1-729080926;""19"";""6"";""7"";""Low"";""PROD494"";""1-2-3-4-5-6-7"";""2012-04-21"";""2012-05-10"""
"1-729082236;""29"";""8"";""6"";""Low"";""PROD401"";""1-2-3-4-5-4-6-4-5"";""2012-04-23"";""2012-05-22"""
"1-729082871;""11"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-23"";""2012-05-04"""
"1-729275172;""19"";""3"";""4"";""Low"";""PROD698"";""1-2-3-4"";""2012-04-22"";""2012-05-11"""
"1-729275419;""17"";""7"";""5"";""Low"";""PROD253"";""1-2-3-4-3-5-3-4"";""2012-04-23"";""2012-05-10"""
"1-729278754;""16"";""2"";""3"";""Low"";""PROD698"";""1-2-3"";""2012-04-23"";""2012-05-09"""
"1-729312873;""8"";""3"";""3"";""Low"";""PROD698"";""1-2-3-1"";""2012-04-23"";""2012-05-01"""
"1-729345302;""30"";""1"";""2"";""Low"";""PROD482"";""1-2"";""2012-04-23"";""2012-05-23"""
"1-729347720;""22"";""5"";""4"";""Low"";""PROD325"";""1-2-3-1-3-4"";""2012-04-23"";""2012-05-15"""
"1-729349281;""9"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-23"";""2012-05-02"""
"1-729349739;""16"";""5"";""5"";""Low"";""PROD215"";""1-2-3-4-5-1"";""2012-04-23"";""2012-05-09"""
"1-729351591;""23"";""9"";""8"";""Low"";""PROD262"";""1-2-3-4-5-1-6-7-1-8"";""2012-04-23"";""2012-05-16"""
"1-729358683;""17"";""2"";""3"";""Low"";""PROD698"";""1-2-3"";""2012-04-23"";""2012-05-10"""
"1-729363660;""9"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-23"";""2012-05-02"""
"1-729371940;""23"";""1"";""2"";""Low"";""PROD514"";""1-2"";""2012-04-23"";""2012-05-16"""
"1-729413423;""15"";""3"";""4"";""Low"";""PROD314"";""1-2-3-4"";""2012-04-23"";""2012-05-08"""
"1-729423171;""22"";""15"";""12"";""Low"";""PROD207"";""1-2-3-4-3-5-6-7-8-9-2-10-9-11-12-9"";""2012-04-23"";""2012-05-15"""
"1-729423561;""22"";""3"";""4"";""Low"";""PROD611"";""1-2-3-4"";""2012-04-23"";""2012-05-15"""
"1-729440375;""17"";""1"";""2"";""Low"";""PROD704"";""1-2"";""2012-04-23"";""2012-05-10"""
"1-729454597;""14"";""4"";""5"";""Low"";""PROD742"";""1-2-3-4-5"";""2012-04-23"";""2012-05-07"""
"1-729473091;""29"";""3"";""4"";""Low"";""PROD199"";""1-2-3-4"";""2012-04-23"";""2012-05-22"""
"1-729482553;""10"";""4"";""4"";""Low"";""PROD424"";""1-2-3-4-1"";""2012-04-23"";""2012-05-03"""
"1-729495122;""11"";""4"";""5"";""Low"";""PROD262"";""1-2-3-4-5"";""2012-04-23"";""2012-05-04"""
"1-729497222;""22"";""2"";""3"";""Low"";""PROD436"";""1-2-3"";""2012-04-23"";""2012-05-15"""
"1-729510194;""22"";""4"";""5"";""Low"";""PROD424"";""1-2-3-4-5"";""2012-04-23"";""2012-05-15"""
"1-729527202;""17"";""2"";""2"";""Low"";""PROD455"";""1-2-1"";""2012-04-23"";""2012-05-10"""
"1-729556366;""29"";""6"";""6"";""Low"";""PROD698"";""1-2-3-1-4-5-6"";""2012-04-23"";""2012-05-22"""
"1-729564375;""10"";""10"";""11"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8-9-10-11"";""2012-04-23"";""2012-05-03"""
"1-729564393;""12"";""3"";""4"";""Low"";""PROD279"";""1-2-3-4"";""2012-04-23"";""2012-05-05"""
"1-729580884;""16"";""3"";""4"";""Low"";""PROD597"";""1-2-3-4"";""2012-04-23"";""2012-05-09"""
"1-729586865;""15"";""1"";""2"";""Low"";""PROD698"";""1-2"";""2012-04-23"";""2012-05-08"""
"1-729593276;""18"";""1"";""2"";""Low"";""PROD609"";""1-2"";""2012-04-23"";""2012-05-11"""
"1-729598821;""19"";""3"";""4"";""Low"";""PROD815"";""1-2-3-4"";""2012-04-23"";""2012-05-12"""
"1-729639068;""29"";""4"";""5"";""Low"";""PROD104"";""1-2-3-4-5"";""2012-04-23"";""2012-05-22"""
"1-729642101;""18"";""10"";""8"";""Low"";""PROD424"";""1-2-3-4-5-6-7-4-5-6-8"";""2012-04-23"";""2012-05-11"""
"1-729642261;""17"";""3"";""4"";""Low"";""PROD363"";""1-2-3-4"";""2012-04-23"";""2012-05-10"""
"1-729642342;""11"";""4"";""5"";""Low"";""PROD423"";""1-2-3-4-5"";""2012-04-23"";""2012-05-04"""
"1-729650335;""22"";""2"";""2"";""Low"";""PROD455"";""1-2-1"";""2012-04-23"";""2012-05-15"""
"1-729654566;""11"";""2"";""3"";""Low"";""PROD638"";""1-2-3"";""2012-04-23"";""2012-05-04"""
"1-729681899;""12"";""2"";""3"";""Low"";""PROD698"";""1-2-3"";""2012-04-23"";""2012-05-05"""
"1-729683700;""22"";""4"";""5"";""Low"";""PROD424"";""1-2-3-4-5"";""2012-04-23"";""2012-05-15"""
"1-729696910;""10"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-23"";""2012-05-03"""
"1-729697264;""17"";""6"";""7"";""Low"";""PROD325"";""1-2-3-4-5-6-7"";""2012-04-23"";""2012-05-10"""
"1-729697406;""17"";""7"";""5"";""Low"";""PROD223"";""1-2-3-4-1-5-2-1"";""2012-04-23"";""2012-05-10"""
"1-729697514;""23"";""4"";""4"";""Low"";""PROD685"";""1-2-3-4-3"";""2012-04-23"";""2012-05-16"""
"1-729701261;""10"";""4"";""4"";""Low"";""PROD424"";""1-2-3-4-3"";""2012-04-23"";""2012-05-03"""
"1-729703611;""11"";""6"";""6"";""Low"";""PROD424"";""1-2-3-2-4-5-6"";""2012-04-23"";""2012-05-04"""
"1-729722696;""17"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-23"";""2012-05-10"""
"1-729751751;""17"";""1"";""2"";""Low"";""PROD704"";""1-2"";""2012-04-23"";""2012-05-10"""
"1-729769884;""17"";""7"";""8"";""Low"";""PROD29"";""1-2-3-4-5-6-7-8"";""2012-04-23"";""2012-05-10"""
"1-729775808;""11"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-23"";""2012-05-04"""
"1-729781437;""17"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-23"";""2012-05-10"""
"1-729802236;""17"";""3"";""4"";""Low"";""PROD365"";""1-2-3-4"";""2012-04-23"";""2012-05-10"""
"1-729809195;""15"";""7"";""6"";""Low"";""PROD698"";""1-2-3-4-5-1-4-6"";""2012-04-23"";""2012-05-08"""
"1-729809514;""19"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-23"";""2012-05-12"""
"1-729820770;""16"";""1"";""2"";""Low"";""PROD425"";""1-2"";""2012-04-23"";""2012-05-09"""
"1-729826503;""11"";""9"";""7"";""Low"";""PROD424"";""1-2-3-4-5-4-6-7-5-7"";""2012-04-23"";""2012-05-04"""
"1-729830322;""29"";""1"";""2"";""Low"";""PROD62"";""1-2"";""2012-04-23"";""2012-05-22"""
"1-729843994;""19"";""7"";""7"";""Low"";""PROD401"";""1-2-3-4-5-6-5-7"";""2012-04-23"";""2012-05-12"""
"1-729857533;""19"";""1"";""2"";""Low"";""PROD215"";""1-2"";""2012-04-23"";""2012-05-12"""
"1-729866114;""16"";""1"";""2"";""Low"";""PROD698"";""1-2"";""2012-04-23"";""2012-05-09"""
"1-729890136;""22"";""3"";""3"";""Low"";""PROD215"";""1-2-1-3"";""2012-04-23"";""2012-05-15"""
"1-729893383;""15"";""4"";""5"";""Low"";""PROD321"";""1-2-3-4-5"";""2012-04-23"";""2012-05-08"""
"1-729913537;""10"";""3"";""4"";""Low"";""PROD16"";""1-2-3-4"";""2012-04-23"";""2012-05-03"""
"1-729913690;""16"";""3"";""4"";""Low"";""PROD321"";""1-2-3-4"";""2012-04-23"";""2012-05-09"""
"1-730005931;""18"";""5"";""5"";""Low"";""PROD813"";""1-2-3-4-2-5"";""2012-04-23"";""2012-05-11"""
"1-730018116;""19"";""1"";""2"";""Low"";""PROD370"";""1-2"";""2012-04-23"";""2012-05-12"""
"1-730030995;""12"";""10"";""6"";""Low"";""PROD776"";""1-2-3-1-4-5-6-1-4-3-1"";""2012-04-23"";""2012-05-05"""
"1-730035461;""22"";""7"";""8"";""Low"";""PROD423"";""1-2-3-4-5-6-7-8"";""2012-04-23"";""2012-05-15"""
"1-730040641;""19"";""1"";""2"";""Low"";""PROD253"";""1-2"";""2012-04-23"";""2012-05-12"""
"1-730040885;""16"";""1"";""2"";""Low"";""PROD698"";""1-2"";""2012-04-23"";""2012-05-09"""
"1-730042386;""16"";""6"";""7"";""Low"";""PROD253"";""1-2-3-4-5-6-7"";""2012-04-23"";""2012-05-09"""
"1-730067183;""10"";""1"";""2"";""Low"";""PROD253"";""1-2"";""2012-04-23"";""2012-05-03"""
"1-730067309;""16"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-23"";""2012-05-09"""
"1-730068930;""17"";""6"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-7"";""2012-04-23"";""2012-05-10"""
"1-730069431;""12"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-23"";""2012-05-05"""
"1-730069683;""19"";""3"";""3"";""Low"";""PROD364"";""1-2-3-2"";""2012-04-23"";""2012-05-12"""
"1-730071292;""18"";""8"";""8"";""Low"";""PROD424"";""1-2-3-4-5-6-3-7-8"";""2012-04-24"";""2012-05-12"""
"1-730071391;""21"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-24"";""2012-05-15"""
"1-730071581;""14"";""3"";""4"";""Low"";""PROD262"";""1-2-3-4"";""2012-04-24"";""2012-05-08"""
"1-730071731;""16"";""6"";""6"";""Low"";""PROD698"";""1-2-3-4-5-3-6"";""2012-04-24"";""2012-05-10"""
"1-730077100;""16"";""3"";""4"";""Low"";""PROD698"";""1-2-3-4"";""2012-04-23"";""2012-05-09"""
"1-730081404;""10"";""1"";""2"";""Low"";""PROD333"";""1-2"";""2012-04-23"";""2012-05-03"""
"1-730081514;""18"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-23"";""2012-05-11"""
"1-730081747;""8"";""1"";""2"";""Low"";""PROD778"";""1-2"";""2012-04-24"";""2012-05-02"""
"1-730082325;""10"";""3"";""4"";""Low"";""PROD401"";""1-2-3-4"";""2012-04-23"";""2012-05-03"""
"1-730084493;""17"";""2"";""3"";""Low"";""PROD710"";""1-2-3"";""2012-04-23"";""2012-05-10"""
"1-730110101;""17"";""2"";""2"";""Low"";""PROD364"";""1-2-1"";""2012-04-23"";""2012-05-10"""
"1-730126981;""29"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-24"";""2012-05-23"""
"1-730127301;""11"";""4"";""5"";""Low"";""PROD262"";""1-2-3-4-5"";""2012-04-24"";""2012-05-05"""
"1-730127321;""18"";""8"";""9"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8-9"";""2012-04-24"";""2012-05-12"""
"1-730130539;""17"";""10"";""6"";""Low"";""PROD365"";""1-2-3-4-5-6-4-6-4-6-4"";""2012-04-24"";""2012-05-11"""
"1-730188780;""21"";""3"";""3"";""Low"";""PROD424"";""1-2-3-1"";""2012-04-24"";""2012-05-15"""
"1-730502433;""9"";""1"";""2"";""Low"";""PROD261"";""1-2"";""2012-04-24"";""2012-05-03"""
"1-730509302;""16"";""4"";""5"";""Low"";""PROD552"";""1-2-3-4-5"";""2012-04-24"";""2012-05-10"""
"1-730509773;""16"";""5"";""5"";""Low"";""PROD424"";""1-2-3-4-1-5"";""2012-04-24"";""2012-05-10"""
"1-730515189;""16"";""7"";""7"";""Low"";""PROD215"";""1-2-3-4-2-5-6-7"";""2012-04-24"";""2012-05-10"""
"1-730533489;""22"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-24"";""2012-05-16"""
"1-730561221;""16"";""2"";""3"";""Low"";""PROD611"";""1-2-3"";""2012-04-24"";""2012-05-10"""
"1-730589165;""10"";""6"";""5"";""Low"";""PROD104"";""1-2-3-4-3-5-3"";""2012-04-24"";""2012-05-04"""
"1-730589790;""18"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-24"";""2012-05-12"""
"1-730604741;""17"";""8"";""7"";""Low"";""PROD424"";""1-2-3-4-3-4-5-6-7"";""2012-04-24"";""2012-05-11"""
"1-730620137;""17"";""2"";""3"";""Low"";""PROD698"";""1-2-3"";""2012-04-24"";""2012-05-11"""
"1-730624890;""9"";""7"";""6"";""Low"";""PROD321"";""1-2-3-4-5-6-5-6"";""2012-04-24"";""2012-05-03"""
"1-730628190;""15"";""6"";""6"";""Low"";""PROD494"";""1-2-3-4-5-2-6"";""2012-04-24"";""2012-05-09"""
"1-730640484;""9"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-24"";""2012-05-03"""
"1-730641578;""15"";""5"";""6"";""Low"";""PROD754"";""1-2-3-4-5-6"";""2012-04-24"";""2012-05-09"""
"1-730655295;""15"";""1"";""2"";""Low"";""PROD237"";""1-2"";""2012-04-24"";""2012-05-09"""
"1-730655355;""17"";""5"";""4"";""Low"";""PROD237"";""1-2-3-2-4-3"";""2012-04-24"";""2012-05-11"""
"1-730655701;""16"";""1"";""2"";""Low"";""PROD370"";""1-2"";""2012-04-24"";""2012-05-10"""
"1-730661521;""8"";""3"";""4"";""Low"";""PROD104"";""1-2-3-4"";""2012-04-24"";""2012-05-02"""
"1-730661532;""15"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-24"";""2012-05-09"""
"1-730662807;""8"";""4"";""5"";""Low"";""PROD377"";""1-2-3-4-5"";""2012-04-24"";""2012-05-02"""
"1-730692155;""9"";""6"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-7"";""2012-04-24"";""2012-05-03"""
"1-730692332;""16"";""6"";""6"";""Low"";""PROD494"";""1-2-3-4-5-6-4"";""2012-04-24"";""2012-05-10"""
"1-730692683;""18"";""3"";""4"";""Low"";""PROD805"";""1-2-3-4"";""2012-04-24"";""2012-05-12"""
"1-730693647;""20"";""1"";""2"";""Low"";""PROD104"";""1-2"";""2012-04-24"";""2012-05-14"""
"1-730698833;""17"";""5"";""6"";""Low"";""PROD698"";""1-2-3-4-5-6"";""2012-04-24"";""2012-05-11"""
"1-730700447;""16"";""4"";""5"";""Low"";""PROD423"";""1-2-3-4-5"";""2012-04-24"";""2012-05-10"""
"1-730736338;""16"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-24"";""2012-05-10"""
"1-730737297;""10"";""2"";""3"";""Low"";""PROD698"";""1-2-3"";""2012-04-24"";""2012-05-04"""
"1-730757694;""16"";""9"";""8"";""Low"";""PROD423"";""1-2-3-4-5-6-7-3-8-4"";""2012-04-24"";""2012-05-10"""
"1-730760509;""22"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-24"";""2012-05-16"""
"1-730760683;""21"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-24"";""2012-05-15"""
"1-730760715;""18"";""3"";""4"";""Low"";""PROD698"";""1-2-3-4"";""2012-04-24"";""2012-05-12"""
"1-730811397;""18"";""1"";""2"";""Low"";""PROD388"";""1-2"";""2012-04-24"";""2012-05-12"""
"1-730811465;""21"";""1"";""2"";""Low"";""PROD262"";""1-2"";""2012-04-24"";""2012-05-15"""
"1-730833007;""11"";""9"";""7"";""Low"";""PROD424"";""1-2-3-4-5-1-6-4-2-7"";""2012-04-24"";""2012-05-05"""
"1-730835168;""10"";""8"";""7"";""Low"";""PROD279"";""1-2-3-4-5-3-4-6-7"";""2012-04-24"";""2012-05-04"""
"1-730835217;""17"";""1"";""2"";""Low"";""PROD704"";""1-2"";""2012-04-24"";""2012-05-11"""
"1-730858110;""22"";""7"";""6"";""Low"";""PROD215"";""1-2-3-4-1-5-6-2"";""2012-04-24"";""2012-05-16"""
"1-730872746;""16"";""4"";""5"";""Low"";""PROD698"";""1-2-3-4-5"";""2012-04-24"";""2012-05-10"""
"1-730884191;""14"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-24"";""2012-05-08"""
"1-730901381;""9"";""3"";""4"";""Low"";""PROD321"";""1-2-3-4"";""2012-04-24"";""2012-05-03"""
"1-730901831;""13"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-25"";""2012-05-08"""
"1-730901851;""19"";""3"";""4"";""Low"";""PROD261"";""1-2-3-4"";""2012-04-25"";""2012-05-14"""
"1-730901861;""13"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-25"";""2012-05-08"""
"1-730901884;""20"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-25"";""2012-05-15"""
"1-730957378;""16"";""4"";""5"";""Low"";""PROD363"";""1-2-3-4-5"";""2012-04-24"";""2012-05-10"""
"1-730957431;""18"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-24"";""2012-05-12"""
"1-730969281;""11"";""3"";""4"";""Low"";""PROD214"";""1-2-3-4"";""2012-04-24"";""2012-05-05"""
"1-730969381;""10"";""6"";""6"";""Low"";""PROD262"";""1-2-3-2-4-5-6"";""2012-04-24"";""2012-05-04"""
"1-730969611;""12"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-25"";""2012-05-07"""
"1-730969651;""17"";""4"";""4"";""Low"";""PROD424"";""1-2-3-2-4"";""2012-04-25"";""2012-05-12"""
"1-730969661;""16"";""4"";""4"";""Low"";""PROD424"";""1-2-3-2-4"";""2012-04-25"";""2012-05-11"""
"1-730969711;""15"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-25"";""2012-05-10"""
"1-730969751;""14"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-25"";""2012-05-09"""
"1-730969761;""13"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-25"";""2012-05-08"""
"1-730969852;""20"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-25"";""2012-05-15"""
"1-730975807;""14"";""1"";""2"";""Low"";""PROD253"";""1-2"";""2012-04-24"";""2012-05-08"""
"1-730992013;""28"";""6"";""5"";""Low"";""PROD424"";""1-2-3-2-3-4-5"";""2012-04-24"";""2012-05-22"""
"1-730997166;""18"";""2"";""3"";""Low"";""PROD344"";""1-2-3"";""2012-04-24"";""2012-05-12"""
"1-730997865;""9"";""4"";""5"";""Low"";""PROD749"";""1-2-3-4-5"";""2012-04-24"";""2012-05-03"""
"1-731050483;""16"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-24"";""2012-05-10"""
"1-731050573;""14"";""3"";""4"";""Low"";""PROD14"";""1-2-3-4"";""2012-04-24"";""2012-05-08"""
"1-731064118;""9"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-24"";""2012-05-03"""
"1-731064788;""16"";""1"";""2"";""Low"";""PROD704"";""1-2"";""2012-04-24"";""2012-05-10"""
"1-731064951;""15"";""6"";""6"";""Low"";""PROD326"";""1-2-3-4-5-3-6"";""2012-04-24"";""2012-05-09"""
"1-731094128;""21"";""5"";""5"";""Low"";""PROD698"";""1-2-3-4-1-5"";""2012-04-24"";""2012-05-15"""
"1-731102081;""22"";""1"";""2"";""Low"";""PROD514"";""1-2"";""2012-04-24"";""2012-05-16"""
"1-731117221;""16"";""4"";""3"";""Low"";""PROD261"";""1-2-3-2-3"";""2012-04-24"";""2012-05-10"""
"1-731123267;""16"";""3"";""4"";""Low"";""PROD805"";""1-2-3-4"";""2012-04-24"";""2012-05-10"""
"1-731134946;""29"";""6"";""7"";""Low"";""PROD764"";""1-2-3-4-5-6-7"";""2012-04-24"";""2012-05-23"""
"1-731135262;""9"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-24"";""2012-05-03"""
"1-731154856;""17"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-24"";""2012-05-11"""
"1-731157379;""15"";""2"";""3"";""Low"";""PROD104"";""1-2-3"";""2012-04-24"";""2012-05-09"""
"1-731157904;""18"";""3"";""4"";""Low"";""PROD270"";""1-2-3-4"";""2012-04-24"";""2012-05-12"""
"1-731182383;""9"";""1"";""2"";""Low"";""PROD253"";""1-2"";""2012-04-24"";""2012-05-03"""
"1-731188940;""17"";""2"";""3"";""Low"";""PROD631"";""1-2-3"";""2012-04-24"";""2012-05-11"""
"1-731208499;""16"";""2"";""3"";""Low"";""PROD580"";""1-2-3"";""2012-04-24"";""2012-05-10"""
"1-731218589;""15"";""2"";""3"";""Low"";""PROD364"";""1-2-3"";""2012-04-24"";""2012-05-09"""
"1-731228360;""14"";""1"";""2"";""Low"";""PROD66"";""1-2"";""2012-04-24"";""2012-05-08"""
"1-731233155;""17"";""11"";""10"";""Low"";""PROD520"";""1-2-3-4-5-4-6-7-4-8-9-10"";""2012-04-24"";""2012-05-11"""
"1-731235386;""22"";""1"";""2"";""Low"";""PROD365"";""1-2"";""2012-04-24"";""2012-05-16"""
"1-731235536;""8"";""3"";""3"";""Low"";""PROD424"";""1-2-3-1"";""2012-04-24"";""2012-05-02"""
"1-731266446;""20"";""6"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-7"";""2012-04-25"";""2012-05-15"""
"1-731269853;""21"";""3"";""4"";""Low"";""PROD673"";""1-2-3-4"";""2012-04-25"";""2012-05-16"""
"1-731273458;""29"";""1"";""2"";""Low"";""PROD509"";""1-2"";""2012-04-24"";""2012-05-23"""
"1-731276604;""14"";""10"";""7"";""Low"";""PROD424"";""1-2-3-4-5-4-5-6-4-2-7"";""2012-04-25"";""2012-05-09"""
"1-731330695;""16"";""1"";""2"";""Low"";""PROD214"";""1-2"";""2012-04-25"";""2012-05-11"""
"1-731333810;""16"";""7"";""6"";""Low"";""PROD261"";""1-2-3-4-2-5-4-6"";""2012-04-25"";""2012-05-11"""
"1-731341641;""8"";""7"";""8"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8"";""2012-04-25"";""2012-05-03"""
"1-731382356;""13"";""4"";""4"";""Low"";""PROD401"";""1-2-3-4-1"";""2012-04-25"";""2012-05-08"""
"1-731439441;""10"";""8"";""7"";""Low"";""PROD424"";""1-2-3-4-5-1-6-7-6"";""2012-04-25"";""2012-05-05"""
"1-731764032;""15"";""3"";""4"";""Low"";""PROD698"";""1-2-3-4"";""2012-04-25"";""2012-05-10"""
"1-731764304;""12"";""1"";""2"";""Low"";""PROD13"";""1-2"";""2012-04-25"";""2012-05-07"""
"1-731766006;""27"";""22"";""13"";""Low"";""PROD631"";""1-2-3-1-4-1-5-6-7-8-9-8-10-11-1-5-12-6-7-13-6-13-6"";""2012-04-25"";""2012-05-22"""
"1-731779791;""15"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-25"";""2012-05-10"""
